element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id
413,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2353,0,0,413
413,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-588,1739,0,588,413
414,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,9078,0,0,414
414,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-790,8703,215,1005,414
415,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,45,0,0,0,2,0,0,0,1,0,0,0,-11,0.0,1.2,16.0,0.7,1,0,0,1,1,0.47,0.03,0.50,0.92,60,0,121744,0,0,415
415,18,12,1,True,2026-08-30T15:30:00Z,5,2,2,False,10,0,0,0,1,0,0,0,0,0,0,0,4,7.0,11.7,39.0,5.8,1,0,1,2,0,0.18,0.01,0.19,1.00,60,-23853,107542,4808,28661,415
416,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,2274,0,0,416
416,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-381,2498,117,498,416
417,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,10,0,0,0,0,0,0,0,0,0,0,0,6,7.6,11.3,0.0,1.9,1,1,2,3,0,0.00,0.00,0.00,0.00,50,0,246316,0,0,417
417,18,12,2,True,2026-08-30T15:30:00Z,5,2,2,False,73,0,0,0,1,0,0,0,0,0,0,0,12,16.4,42.2,33.0,9.2,4,1,0,4,1,0.15,0.12,0.27,1.06,50,-25442,242125,8190,33632,417
418,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,15,25.4,28.6,19.0,7.3,4,5,0,4,1,0.04,0.40,0.44,1.01,50,0,1650905,0,0,418
418,18,12,4,True,2026-08-30T15:30:00Z,5,2,2,False,90,0,1,0,2,0,0,0,0,0,0,0,13,7.2,1.5,6.0,1.5,4,4,1,5,1,0.03,0.01,0.04,2.06,50,-53358,1686850,52953,106311,418
419,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,115360,0,0,419
419,18,12,1,True,2026-08-30T15:30:00Z,5,2,2,False,90,0,0,0,2,0,0,0,0,0,0,0,2,4.8,1.8,3.0,1.0,0,6,0,0,1,0.03,0.06,0.09,2.06,50,-12800,127444,6775,19575,419
420,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,62047,0,0,420
420,18,12,1,True,2026-08-30T15:30:00Z,5,2,2,False,16,0,0,0,1,0,0,0,0,0,0,0,-2,1.8,1.8,0.0,0.4,2,1,0,2,0,0.00,0.01,0.01,1.00,50,-9208,62806,1536,10744,420
421,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,5,6.8,2.6,11.0,2.0,1,4,1,2,1,0.12,0.04,0.16,1.01,45,0,33647,0,0,421
421,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1103,40184,3088,4191,421
422,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,79,0,0,0,2,0,0,0,0,0,0,0,8,17.4,29.4,9.0,5.6,4,3,1,5,1,0.22,0.05,0.27,1.01,45,0,56217,0,0,422
422,18,12,1,True,2026-08-30T15:30:00Z,5,2,2,False,17,0,0,0,1,0,0,0,0,0,0,0,-1,1.4,1.3,0.0,0.3,0,0,0,0,0,0.00,0.00,0.00,1.00,45,-238,70057,5854,6092,422
423,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,13,25.2,59.2,6.0,9.0,3,3,1,4,1,0.00,0.26,0.26,1.01,45,0,1947696,0,0,423
423,18,12,2,True,2026-08-30T15:30:00Z,5,2,2,False,72,0,0,0,1,0,0,0,0,0,0,0,12,18.4,1.6,4.0,2.4,4,2,4,8,1,0.00,0.02,0.02,1.06,45,-74162,1935721,42927,117089,423
424,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,18310,0,0,424
424,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1093,19337,888,1981,424
425,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,2582,0,0,425
425,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-680,1885,0,680,425
426,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,18,20.2,55.4,17.0,9.3,1,5,0,6,1,0.08,0.26,0.34,1.01,120,0,4653303,0,0,426
426,18,12,23,True,2026-08-30T15:30:00Z,5,2,2,False,90,3,1,0,2,0,0,0,0,0,0,3,87,132.4,62.5,66.0,26.1,1,5,2,8,1,2.02,0.48,2.50,2.06,120,-180062,4770471,48518,228580,426
427,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,12,9.6,28.1,49.0,8.7,0,4,0,4,1,0.50,0.23,0.73,1.01,80,0,3492739,0,0,427
427,18,12,11,True,2026-08-30T15:30:00Z,5,2,2,False,90,1,1,0,2,0,0,0,1,0,0,2,37,45.6,43.3,35.0,12.4,0,2,3,5,1,1.76,0.21,1.97,2.06,80,-137963,3537164,82225,220188,427
428,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,79,0,0,0,2,0,0,0,0,0,0,0,14,5.4,28.2,35.0,6.9,0,3,0,3,1,0.24,0.21,0.45,1.01,80,0,901042,0,0,428
428,18,12,9,True,2026-08-30T15:30:00Z,5,2,2,False,79,0,2,0,1,0,0,0,0,0,0,1,31,20.0,27.6,28.0,7.6,0,2,0,2,1,0.11,0.15,0.26,1.06,80,-66103,924196,26854,92957,428
429,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,45,0,0,0,0,0,0,0,0,0,0,0,9,11.6,48.6,4.0,6.4,0,1,0,1,0,0.00,0.10,0.10,0.09,70,0,134653,0,0,429
429,18,12,2,True,2026-08-30T15:30:00Z,5,2,2,False,79,0,0,0,1,0,0,0,0,0,0,0,17,16.0,34.3,58.0,10.8,0,3,3,6,1,0.26,0.05,0.31,1.06,70,-7014,165554,15064,22078,429
430,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3202,0,0,430
430,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-660,2752,35,695,430
431,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,145627,0,0,431
431,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-57883,91945,1576,59459,431
432,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,23,0,0,0,0,0,0,0,0,0,0,0,7,2.8,2.5,2.0,0.7,0,1,0,1,0,0.07,0.01,0.08,0.07,55,0,89014,0,0,432
432,18,12,4,True,2026-08-30T15:30:00Z,5,2,2,False,79,0,0,0,1,0,0,0,0,0,0,0,25,15.2,7.2,9.0,3.1,2,10,3,15,1,0.14,0.27,0.41,1.06,55,-10233,93316,3460,13693,432
433,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,333,0,0,433
433,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-64,348,24,88,433
434,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1008,0,0,434
434,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-128,1094,41,169,434
435,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,10,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.00,50,0,4147,0,0,435
435,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-263,4851,327,590,435
436,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1568,0,0,436
436,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-174,1667,60,234,436
437,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,16079,0,0,437
437,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1410,17670,961,2371,437
438,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,31336,0,0,438
438,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2656,32667,1328,3984,438
439,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,23,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,9.0,0.9,0,0,0,0,0,0.04,0.00,0.04,0.07,70,0,114788,0,0,439
439,18,12,1,True,2026-08-30T15:30:00Z,5,2,2,False,10,0,0,0,1,0,0,0,0,0,0,0,5,2.2,10.5,2.0,1.5,0,3,0,3,0,0.00,0.01,0.01,1.00,70,15428,181866,30554,15126,439
440,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,56060,0,0,440
440,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-11086,51589,2045,13131,440
441,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,100521,0,0,441
441,18,12,0,True,2026-08-30T15:30:00Z,5,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-5253,109991,6316,11569,441
405,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,11878,0,0,405
405,15,19,2,False,2026-08-29T16:30:00Z,0,2,2,False,70,0,0,1,0,0,0,0,1,0,0,0,9,7.2,29.5,0.0,3.7,2,2,0,4,1,0.00,0.20,0.20,0.74,55,645,15669,2387,1742,405
442,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,113822,0,0,442
442,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-9598,124934,2706,12304,442
443,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2989,0,0,443
443,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-69,3435,162,231,443
444,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2666,0,0,444
444,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-224,2775,124,348,444
445,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,0,37.8,0.2,0.0,3.8,15,2,0,15,1,0.00,0.00,0.00,2.98,50,0,146838,0,0,445
445,15,19,6,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,25,6.8,1.5,0.0,0.8,3,1,0,3,1,0.00,0.02,0.02,1.12,50,8900,175248,19798,10898,445
446,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,1,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.79,50,0,20496,0,0,446
446,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,10,26250,1895,1885,446
447,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,4,32.4,0.3,0.0,3.3,10,2,0,10,1,0.00,0.01,0.01,2.98,50,0,34765,0,0,447
447,15,19,5,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,0,22,11.2,1.8,2.0,1.5,4,4,1,5,1,0.01,0.00,0.01,1.12,50,5603,52947,8885,3282,447
448,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,213973,0,0,448
448,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-69064,159459,6247,75311,448
449,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,8,22.0,15.2,0.0,3.7,6,8,5,11,1,0.00,0.35,0.35,2.98,50,0,310247,0,0,449
449,15,19,11,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,3,52,39.0,27.3,4.0,7.0,11,6,2,13,1,0.03,0.31,0.34,1.12,50,33265,411061,52701,19436,449
450,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,4326,0,0,450
450,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-1137,3475,91,1228,450
451,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,12873,0,0,451
451,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-3276,9468,0,3276,451
453,9,14,2,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,12,5.2,2.4,9.0,1.7,3,4,1,8,1,0.07,0.02,0.09,2.98,60,0,95531,0,0,453
453,15,19,3,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,9,7.2,22.1,7.0,3.6,2,0,2,4,1,0.04,0.01,0.05,1.12,60,4665,113402,14995,10330,453
454,9,14,9,True,2026-08-23T15:30:00Z,2,2,1,False,75,1,0,0,1,0,0,0,0,0,0,2,31,37.4,3.5,28.0,6.9,1,1,0,2,1,0.22,0.01,0.23,1.94,60,0,64591,0,0,454
454,15,19,8,False,2026-08-29T16:30:00Z,0,2,2,False,81,1,0,1,0,0,0,0,0,0,0,0,32,36.8,15.3,29.0,8.1,0,1,2,3,1,0.20,0.10,0.30,0.74,60,83568,215548,95441,11873,454
456,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,34,0,0,0,1,0,0,0,1,0,0,0,1,7.8,1.3,4.0,1.3,3,1,2,6,0,0.06,0.01,0.07,1.50,50,0,34032,0,0,456
456,15,19,1,False,2026-08-29T16:30:00Z,0,2,2,False,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,4.2,0.0,0.4,0,1,0,1,0,0.00,0.13,0.13,0.38,50,-3238,34073,1442,4680,456
457,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,14,0,0,0,1,0,0,0,1,0,0,0,-1,0.0,0.1,2.0,0.1,1,1,0,2,0,0.00,0.00,0.00,1.04,60,0,14816,0,0,457
457,15,19,1,False,2026-08-29T16:30:00Z,0,2,2,False,8,0,0,0,0,0,0,0,0,0,0,0,3,2.2,3.1,2.0,0.7,0,2,1,3,0,0.00,0.20,0.20,0.38,60,-1965,15641,717,2682,457
458,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3620,0,0,458
458,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-1020,2722,48,1068,458
459,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,75,0,0,0,1,0,0,0,1,0,0,0,13,15.6,21.4,3.0,4.0,6,6,1,13,1,0.05,0.01,0.06,1.94,55,0,4093,0,0,459
459,15,19,3,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,16,11.2,14.7,0.0,2.6,3,6,0,9,1,0.00,0.04,0.04,1.12,55,857,6985,1391,534,459
460,9,14,6,True,2026-08-23T15:30:00Z,2,2,1,False,34,1,0,0,1,0,0,0,0,0,0,0,28,38.4,13.9,9.0,6.1,0,1,2,3,0,0.09,0.17,0.26,1.50,50,0,10181,0,0,460
460,15,19,3,False,2026-08-29T16:30:00Z,0,2,2,False,70,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4.3,8.0,0.5,1,1,0,2,1,0.07,0.02,0.09,0.74,50,6831,24746,8763,1932,460
461,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,22780,0,0,461
461,15,19,1,False,2026-08-29T16:30:00Z,0,2,2,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-3945,20967,513,4458,461
462,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,55,0,0,0,1,0,0,0,0,0,0,0,3,0.4,1.2,0.0,0.2,0,2,0,2,1,0.00,0.00,0.00,1.48,50,0,9830,0,0,462
462,15,19,1,False,2026-08-29T16:30:00Z,0,2,2,False,19,0,0,0,0,0,0,0,0,0,0,0,4,5.0,0.0,0.0,0.5,3,0,0,3,0,0.00,0.00,0.00,0.38,50,-238,10539,762,1000,462
463,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,151424,0,0,463
463,15,19,4,False,2026-08-29T16:30:00Z,0,2,2,False,19,0,1,0,0,0,0,0,0,0,0,0,18,18.2,10.5,11.0,4.0,0,0,0,0,0,0.02,0.01,0.03,0.38,60,-23591,150038,7193,30784,463
464,9,14,4,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,1,0,1,0,0,0,1,0,0,0,7,20.0,16.3,28.0,6.4,1,3,4,8,1,1.00,0.02,1.02,2.19,60,0,142989,0,0,464
464,15,19,8,False,2026-08-29T16:30:00Z,0,2,2,False,81,1,0,1,0,0,0,0,0,0,0,2,37,35.6,10.3,46.0,9.2,1,4,1,6,1,0.35,0.00,0.35,0.74,60,134869,359321,158957,24088,464
465,9,14,4,True,2026-08-23T15:30:00Z,2,2,1,False,55,0,1,0,1,0,0,0,0,0,0,0,18,28.2,13.7,8.0,5.0,2,2,1,5,1,0.06,0.14,0.20,1.48,60,0,83021,0,0,465
465,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-6163,90550,20344,26507,465
466,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,66588,0,0,466
466,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1647,75688,6478,8125,466
559,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,14,0,0,0,1,0,0,0,0,0,0,0,5,4.0,0.0,0.0,0.4,1,0,1,2,0,0.00,0.00,0.00,1.04,50,0,12608,0,0,559
559,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-977,13188,690,1667,559
567,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,1,0,5,0,12,41.2,0.0,0.0,4.1,3,5,0,0,1,0.00,0.00,0.00,2.98,50,0,55382,0,0,567
567,15,19,7,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,4,0,32,34.6,0.0,0.0,3.5,2,4,0,0,1,0.00,0.00,0.00,1.12,50,1279,70807,5537,4258,567
593,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,-1,16.4,1.2,5.0,2.3,7,2,2,9,1,0.03,0.00,0.03,2.98,45,0,20712,0,0,593
593,15,19,11,False,2026-08-29T16:30:00Z,0,2,2,False,90,0,1,1,0,0,0,0,0,0,0,2,37,42.6,30.4,0.0,7.3,5,5,3,8,1,0.00,0.06,0.06,1.12,45,8203,36928,10359,2156,593
609,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,0,0,0,609
609,15,19,0,False,2026-08-29T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,3348,11777,3993,645,609
167,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,40156,0,0,167
167,14,14,1,False,2026-08-29T11:30:00Z,2,2,2,False,24,0,0,0,1,0,0,0,0,0,0,0,9,4.0,10.1,7.0,2.1,0,0,0,0,0,0.07,0.00,0.07,0.33,55,175,48067,7740,7565,167
201,3,9,0,False,2026-08-22T14:00:00Z,2,0,1,False,54,0,0,0,2,0,0,0,0,0,0,0,-4,1.2,1.8,21.0,2.4,3,1,1,4,1,0.23,0.01,0.24,0.84,55,0,873015,0,0,201
201,11,15,0,True,2026-08-28T19:00:00Z,1,4,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-109781,815530,15645,125426,201
467,6,13,2,True,2026-08-22T14:00:00Z,0,1,1,False,90,0,0,0,1,0,0,0,0,0,2,0,11,14.2,0.0,0.0,1.4,0,9,0,0,1,0.00,0.00,0.00,0.47,50,0,140711,0,0,467
